DO NOT USE	Batch User	Batch Name	Seq ID	*Model Name	*Model ID	*Model Version	Element Long  Name	*Element Physical Name	Element Description	Element Type	Characteristic Long Name	*Characteristic Physical Name	Characteristic Order	Characteristic Description	Characteristic Type	Characteristic Min Length	Characteristic Max Length	Characteristic Data Type	Characteristic UOM	Characteristic Mandatory?	Characteristic PK?	Characteristic Default	CDE ID	CDE Version	Element Mapping Group	Characteristic FK?	FK Element Name	FK Element Characteristic Name	Comments
	pihl	HTAN Batch 1	446	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Frame Averaging	Frame Averaging		Number of frames averaged together if no averaging set to 1 Integer 1	Property					Yes					Imaging				
	pihl	HTAN Batch 1	447	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Image ID	Image ID		Unique internal image identifier eg Image 0 To be extracted from OME XML 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	448	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	DimensionOrder	DimensionOrder		The order in which the individual planes of data are interleaved 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	449	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	PhysicalSizeX	PhysicalSizeX		Physical size X dimension of a pixel Units are set by PhysicalSizeXUnit Floating point value 0 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	450	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	PhysicalSizeXUnit	PhysicalSizeXUnit		The units of the physical size of a pixel See OME enumeration of allowed values for the UnitsLength attribute default microns um 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	451	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	PhysicalSizeY	PhysicalSizeY		Physical size Y dimension of a pixel Units are set by PhysicalSizeYUnit Floating point value 0 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	452	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	PhysicalSizeYUnit	PhysicalSizeYUnit		The units of the physical size of a pixel See OME enumeration of allowed values for the UnitsLength attribute default microns um 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	453	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	PhysicalSizeZ	PhysicalSizeZ		Physical size Z dimension of a pixel Units are set by PhysicalSizeZUnit Floating point value 0 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	454	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	PhysicalSizeZUnit	PhysicalSizeZUnit		The units of the physical size of a pixel See OME enumeration of allowed values for the UnitsLength attribute default microns um 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	455	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Pixels BigEndian	Pixels BigEndian		Boolean True False 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	456	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	PlaneCount	PlaneCount		Number of Z planes not to be confused with downsampled pyramid Integer 1	Property					Yes					Imaging				
	pihl	HTAN Batch 1	457	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	SizeC	SizeC		Number of channels Integer 1	Property			int		Yes					Imaging				
	pihl	HTAN Batch 1	458	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	SizeT	SizeT		Number of time points Integer 1	Property			int		Yes					Imaging				
	pihl	HTAN Batch 1	459	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	SizeX	SizeX		Size of image X dimension in pixels Integer 1	Property			int		Yes					Imaging				
	pihl	HTAN Batch 1	460	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	SizeY	SizeY		Size of image Y dimension in pixels Integer 1	Property			int		Yes					Imaging				
	pihl	HTAN Batch 1	461	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	SizeZ	SizeZ		Size of image Z dimension in pixels Integer 1	Property			int		Yes					Imaging				
	pihl	HTAN Batch 1	462	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	PixelType	PixelType		Data type for each pixel value E g uint16 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	463	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Imaging Segmentation Data Type	Imaging Segmentation Data Type		Specifies how the segmentation is stored	Property					Yes					Imaging				
	pihl	HTAN Batch 1	464	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Parameter file	Parameter file		Path in Syanpse to a text file listing algorithm version numbers and relevant parameters needed to reproduce the analysis	Property					Yes					Imaging				
	pihl	HTAN Batch 1	465	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Commit SHA	Commit SHA		Short SHA for software version 8 hexadecimal characters for github comma separated if multiple 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	466	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Imaging Object Class	Imaging Object Class		Defines the structure that the mask delineates	Property			list like		Yes					Imaging				
	pihl	HTAN Batch 1	467	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Imaging Object Class Other	Imaging Object Class Other		Imaging Object Class Other	Property					Yes					Imaging				
	pihl	HTAN Batch 1	468	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Imaging Object Class Description	Imaging Object Class Description		Free text description of object class string 	Property					Yes					Imaging				
	pihl	HTAN Batch 1	469	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Number of Objects	Number of Objects		The number of objects eg cells described	Property			int		Yes					Imaging				
	pihl	HTAN Batch 1	470	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Number of Features	Number of Features		The number of features eg channels described	Property			int		Yes					Imaging				
	pihl	HTAN Batch 1	471	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Imaging Summary Statistic	Imaging Summary Statistic		Function used to summarize object feature intensity	Property					Yes					Imaging				
	pihl	HTAN Batch 1	472	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Pre-processing Completed	Pre-processing Completed		Pre processing steps completed to convert level 1 raw data to a single level 2 image	Property					Yes					Imaging				
	pihl	HTAN Batch 1	473	HTAN  Data Model		1.0.0	Imaging	Imaging		Node	Pre-processing Required	Pre-processing Required		Pre processing steps required to convert level 1 raw data to a single level 2 image	Property					Yes					Imaging				
	pihl	HTAN Batch 1	474	HTAN  Data Model		1.0.0	Imaging Level 2	Imaging Level 2		Node	Channel Metadata Filename	Channel Metadata Filename		Full path within Synapse project of uploaded companion CSV file containing channel level metadata details	Property					Yes					Imaging Level 2				
	pihl	HTAN Batch 1	475	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	HTAN Channel Metadata ID	HTAN Channel Metadata ID		HTAN ID for this channel metadata table same for all rows 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	476	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Channel ID	Channel ID		This must match the corresponding field in the OME XML TIFF header eg Channel 0 1 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	477	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Channel Name	Channel Name		This must match the corresponding field in the OME XML TIFF header eg Blue or CD45 or E cadherin 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	478	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Channel Passed QC	Channel Passed QC		Identify stains that did not pass QC but are included in the dataset 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	479	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	No - Channel Failed QC	No - Channel Failed QC		Channel failed QC	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	480	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Channel QC Failure Type	Channel QC Failure Type		Reason the channel failed QC	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	481	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Other/multiple channel QC faliure types	Other/multiple channel QC faliure types		QC failure type not speficied	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	482	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Channel QC Failure Comment	Channel QC Failure Comment		Custom comment on channel QC faliure	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	483	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Cycle Number	Cycle Number		The cycle in which the co listed reagent s was were used Integer 1 up to number of cycles 	Property			int		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	484	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Sub Cycle Number	Sub Cycle Number		Sub cycle number	Property			int		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	485	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Target Name	Target Name		Short descriptive name abbreviation for this target antigen 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	486	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Antibody Role	Antibody Role		 Is this antibody acting as a primary or secondary antibody 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	487	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Antibody Name	Antibody Name		Antibody Name free text eg Keratin CD163 DNA 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	488	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	RRID identifier	RRID identifier		Research Resource Identifier eg RRID AB_394606 	Property			regex match AB_ d 		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	489	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Fluorophore	Fluorophore		Fluorescent dye label eg Alexa Fluor 488 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	490	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Clone	Clone		Clone	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	491	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Lot	Lot		Lot number from vendor	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	492	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Vendor	Vendor		Vendor	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	493	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Catalog Number	Catalog Number		Catalog Number	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	494	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Excitation Wavelength	Excitation Wavelength		Center peak of the excitation spectrum nm 	Property			num		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	495	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Emission Wavelength	Emission Wavelength		Center peak of the emission spectrum nm 	Property			num		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	496	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Excitation Bandwidth	Excitation Bandwidth		Nominal width of excitation spectrum nm 	Property			num		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	497	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Emission Bandwidth	Emission Bandwidth		Nominal width of emission spectrum nm 	Property			num		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	498	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Metal Isotope Element	Metal Isotope Element		Element abbreviation eg La or Nd 	Property			str		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	499	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Metal Isotope Mass	Metal Isotope Mass		Element mass number	Property			int		Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	500	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Oligo Barcode Upper Strand	Oligo Barcode Upper Strand		Oligo Barcode Upper Strand	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	501	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Oligo Barcode Lower Strand	Oligo Barcode Lower Strand		Oligo Barcode Lower Strand	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	502	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Dilution	Dilution		Dilution eg 1 1000 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	503	HTAN  Data Model		1.0.0	Imaging Level 3 Channels	Imaging Level 3 Channels		Node	Concentration	Concentration		Concentration eg 10ug mL 	Property					Yes					Imaging Level 3 Channels				
	pihl	HTAN Batch 1	504	HTAN  Data Model		1.0.0	Individual Organism	Individual Organism		Node	Patient	Patient		HTAN patient	Property					Yes					Individual Organism				
	pihl	HTAN Batch 1	505	HTAN  Data Model		1.0.0	Information Content Entity	Information Content Entity		Node	File	File		A type of Information Content Entity specific to OS	Property					Yes					Information Content Entity				
	pihl	HTAN Batch 1	506	HTAN  Data Model		1.0.0	Information Content Entity	Information Content Entity		Node	Checksum	Checksum		MD5 checksum of the BAM file	Property					Yes					Information Content Entity				
	pihl	HTAN Batch 1	507	HTAN  Data Model		1.0.0	Information Content Entity	Information Content Entity		Node	Protocol Link	Protocol Link		Protocols io ID or DOI link to a free open protocol resource describing in detail the assay protocol e g surface markers used in Smart seq dissociation duration lot batch numbers for key reagents such as primers sequencing reagent kits etc or the protocol by which the sample was obtained or generated 	Property					Yes					Information Content Entity				
	pihl	HTAN Batch 1	508	HTAN  Data Model		1.0.0	Lung Cancer Tier 3	Lung Cancer Tier 3		Node	Lung Cancer Detection Method Type	Lung Cancer Detection Method Type		The means manner of procedure or systematic course of actions performed in order to discover or identify lung cancer	Property					Yes					Lung Cancer Tier 3				
	pihl	HTAN Batch 1	509	HTAN  Data Model		1.0.0	Lung Cancer Tier 3	Lung Cancer Tier 3		Node	Lung Cancer Participant Procedure History	Lung Cancer Participant Procedure History		Text name of a surgical or operative procedure used in a natural history protocol of a lung cancer participant 	Property					Yes					Lung Cancer Tier 3				
	pihl	HTAN Batch 1	510	HTAN  Data Model		1.0.0	Lung Cancer Tier 3	Lung Cancer Tier 3		Node	Lung Adjacent Histology Type	Lung Adjacent Histology Type		The type of morphologic characteristics observed by microscope in the tissue next to a benign or malignant tissue growth	Property					Yes					Lung Cancer Tier 3				
	pihl	HTAN Batch 1	511	HTAN  Data Model		1.0.0	Lung Cancer Tier 3	Lung Cancer Tier 3		Node	Lung Tumor Location Anatomic Site	Lung Tumor Location Anatomic Site		Anatomic location of the tumor inside the lung	Property					Yes					Lung Cancer Tier 3				
	pihl	HTAN Batch 1	512	HTAN  Data Model		1.0.0	Lung Cancer Tier 3	Lung Cancer Tier 3		Node	Lung Tumor Lobe Bronchial Location	Lung Tumor Lobe Bronchial Location		Anatomic lobe and bronchial location of the tumor inside the lung	Property					Yes					Lung Cancer Tier 3				
	pihl	HTAN Batch 1	513	HTAN  Data Model		1.0.0	Lung Cancer Tier 3	Lung Cancer Tier 3		Node	Current Lung Cancer Symptoms	Current Lung Cancer Symptoms		Reported lung cancer related symptoms person is currently experiencing	Property					Yes					Lung Cancer Tier 3				
	pihl	HTAN Batch 1	514	HTAN  Data Model		1.0.0	Lung Cancer Tier 3	Lung Cancer Tier 3		Node	Lung Topography	Lung Topography		Lung PCA specific topography not covered in previous tiers 	Property					Yes					Lung Cancer Tier 3				
	pihl	HTAN Batch 1	515	HTAN  Data Model		1.0.0	Lung Cancer Tier 3	Lung Cancer Tier 3		Node	Lung Cancer Harboring Genomic Aberrations	Lung Cancer Harboring Genomic Aberrations		Genomic aberrations in participants with lung cancer specific lung cancer associated gene mutations not covered in Tiers 1 and 2 	Property					Yes					Lung Cancer Tier 3				
	pihl	HTAN Batch 1	516	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	MS Batch ID	MS Batch ID		Batch ID indicating a set of samples that were run together 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	517	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	MS-based Assay Type	MS-based Assay Type		Analytes are the target molecules being measured with the assay 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	518	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	MS-based Targeted	MS-based Targeted		Specifies whether or not a specific molecule s is are targeted for detection measurement by the assay Example The MALDI Imaging analyte is lipids 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	519	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	MS Instrument Vendor and Model	MS Instrument Vendor and Model		An acquisition instrument is the device that contains the signal detection hardware and signal processing software Assays generate signals such as light of various intensities or color or signals representing the molecular mass 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	520	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	MS Source	MS Source		The ion source type used for surface sampling MALDI MALDI 2 DESI or SIMS or LC MS MS data acquisition nESI 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	521	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	Polarity	Polarity		The polarity of the mass analysis positive or negative ion modes 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	522	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	Mass Range Low Value	Mass Range Low Value		The low value of the scanned mass range for MS1 in m z 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	523	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	Mass Range High Value	Mass Range High Value		The high value of the scanned mass range for MS1 in m z 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	524	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	Data Collection Mode	Data Collection Mode		Mode of data collection in tandem MS assays Either DDA Data dependent acquisition or DIA Data indemendent acquisition 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	525	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	MS Scan Mode	MS Scan Mode		Indicates whether experiment is MS MS MS or other possibly MS3 for TMT 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	526	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	MS Labeling	MS Labeling		Indicates whether samples were labeled prior to MS analysis e g TMT 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	527	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Instrument Vendor and Model	LC Instrument Vendor and Model		The manufacturer of the instrument used for LC 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	528	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Column Vendor and Model	LC Column Vendor and Model		The manufacturer of the LC Column unless self packed pulled tip capilary is used and the model number name of the LC Column IF custom self packed pulled tip calillary is used enter Pulled tip capilary 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	529	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Resin	LC Resin		Details of the resin used for lc including vendor particle size pore size	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	530	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Length Value	LC Length Value		LC column length in cm 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	531	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Temp Value	LC Temp Value		LC temperature in C 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	532	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC ID Value	LC ID Value		LC column inner diameter in microns 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	533	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Flow Rate	LC Flow Rate		LC flow rate in nL min 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	534	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Gradient	LC Gradient		The program dictates the mobile phase solvent composition over the course of the chromatographic run 	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	535	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Mobile Phase A	LC Mobile Phase A		Composition of mobile phase A	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	536	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	LC Mobile Phase B	LC Mobile Phase B		Composition of mobile phase B	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	537	HTAN  Data Model		1.0.0	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Node	MS Instrument Metadata File	MS Instrument Metadata File		Additional file containing instrument metadata details Use either synapse_path or entity_Id	Property					Yes					Mass Spectrometry Level 1				
	pihl	HTAN Batch 1	538	HTAN  Data Model		1.0.0	Mass Spectrometry Level 2	Mass Spectrometry Level 2		Node	MS Assay Category	MS Assay Category		Type of Mass Spectrometry performed 	Property					Yes					Mass Spectrometry Level 2				
	pihl	HTAN Batch 1	539	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Cutaneous Melanoma Tumor Infiltrating Lymphocytes	Cutaneous Melanoma Tumor Infiltrating Lymphocytes		Description of degree of lymphocytic infiltration surrounding and disrupting tumor cells of the vertical growth phase in a cutaneous melanoma 	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	540	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Cutaneous Melanoma Tumor Regression Range	Cutaneous Melanoma Tumor Regression Range		Description of the degree to which tumor cells are replaced by lymphocytic inflammation with or without dermal melanophages and fibrosis _Range the difference between the lowest and highest numerical values 	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	541	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Melanoma Specimen Clark Level Value	Melanoma Specimen Clark Level Value		Definition of the Clark level or depth of involvement of a melanoma in the skin or a specimen 	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	542	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Cutaneous Melanoma Surgical Margins	Cutaneous Melanoma Surgical Margins		Text term to indicate presence of tumor at resection margins	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	543	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Melanoma Lesion Size	Melanoma Lesion Size		Diameter of lesion determined on skin examination pre bx in mm	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	544	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	History of Atypical Nevi	History of Atypical Nevi		Patient has a history of atypical nevi	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	545	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Fitzpatrick Skin Tone	Fitzpatrick Skin Tone		The Fitzpatrick classification of skin phototype	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	546	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	History of Chronic UV Exposure	History of Chronic UV Exposure		History of chronic UV exposure	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	547	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	History of Blistering Sunburn	History of Blistering Sunburn		Patient has history of blistering sunburn	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	548	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	History of Tanning Bed Use	History of Tanning Bed Use		History of tanning bed use of the patient	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	549	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Immediate Family History Melanoma	Immediate Family History Melanoma		Text that describes the age at which the family member was diagnosed with melanoma skin cancer in relationship to their 50th birthday 	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	550	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Melanoma Biopsy Resection Sites	Melanoma Biopsy Resection Sites		Biopsy resection sites specific to melanoma not covered in Tiers 1 and 2 	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	551	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Cutaneous Melanoma Ulceration	Cutaneous Melanoma Ulceration		Description of extent of disruption to the surface of the skin caused by the cutaneous melanoma 	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	552	HTAN  Data Model		1.0.0	Melanoma Tier 3	Melanoma Tier 3		Node	Cutaneous Melanoma Additional Findings	Cutaneous Melanoma Additional Findings		Significant pathologic finding present in addition to the cutaneous melanoma 	Property					Yes					Melanoma Tier 3				
	pihl	HTAN Batch 1	553	HTAN  Data Model		1.0.0	Molecular Test	Molecular Test		Node	Mutational Signatures	Mutational Signatures		Mutational signatures identified in the patient includes signatures linked to selected exogenous carcinogens endogenous and enzymatic modification of DNA or defective DNA repair Note Include only outputs of tests that were completed clinically for the participant and only include data from a diagnostic array that was completed prior to research sequencing was done 	Property					Yes					Molecular Test				
	pihl	HTAN Batch 1	554	HTAN  Data Model		1.0.0	Molecular Test	Molecular Test		Node	Mismatch Repair System Status	Mismatch Repair System Status		The text that best describes the condition or state of MMR mismatch repair system in the patient	Property					Yes					Molecular Test				
	pihl	HTAN Batch 1	555	HTAN  Data Model		1.0.0	Molecular Test	Molecular Test		Node	Lab Tests for MMR Status	Lab Tests for MMR Status		Laboratory tests used to evaluate the status of mismatch repair pathways	Property					Yes					Molecular Test				
	pihl	HTAN Batch 1	556	HTAN  Data Model		1.0.0	Molecular Test	Molecular Test		Node	Gene Symbol	Gene Symbol		The text term used to describe a gene targeted or included in molecular analysis For rearrangements this is should be used to represent the reference gene Note This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done Do not include data related to research assay outputs here 	Property					Yes					Molecular Test				
	pihl	HTAN Batch 1	557	HTAN  Data Model		1.0.0	Molecular Test	Molecular Test		Node	Molecular Analysis Method	Molecular Analysis Method		The text term used to describe the method used for molecular analysis Note This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done Do not include data related to research assay outputs here 	Property					Yes					Molecular Test				
